	sequences per sample	iteration	515rcbc12	515rcbc21	515rcbc17	515rcbc34	515rcbc33	515rcbc31	515rcbc15	515rcbc26	515rcbc22	515rcbc37	515rcbc24	515rcbc18	515rcbc35	515rcbc11	515rcbc27	515rcbc13	515rcbc23	515rcbc32	515rcbc16	515rcbc19	515rcbc9	515rcbc30	515rcbc28	515rcbc29	515rcbc14	515rcbc10	515rcbc8	515rcbc25	515rcbc36
alpha_rarefaction_20404_0.txt	20404	0	3477.55737705	2615.72180451	3065.75067024	2865.86645963	3136.95535714	3114.86746988	2854.23397436	2801.60074627	2776.821875	3126.02512563	3048.05555556	3078.57514451	2794.5785124	3296.68481375	2844.48502994	2607.83508772	3150.13043478	2695.85910653	3175.3495935	3474.83979328	3084.48101266	3057.22535211	3129.72727273	3383.75977654	2882.65963855	3011.83636364	2990.05882353	2790.02325581	2621.56603774
alpha_rarefaction_20404_1.txt	20404	1	3684.96142433	2543.06737589	3186.01680672	2912.72147651	3077.93714286	3067.34877384	2753.60909091	2666.89824561	2825.73846154	3152.17506631	3125.9137931	3140.23192771	2905.77014925	3259.8	2850.18131868	2627.48881789	3169.97515528	2781.15878378	3302.85915493	3398.2	3144.38738739	3272.39221557	3077.846875	3524.9	2895.97106109	3082.57621951	3003.09677419	2726.93311037	2647.2324159
alpha_rarefaction_20404_2.txt	20404	2	3433.13299233	2595.71929825	3183.65616046	2795.51724138	3109.67164179	3208.88757396	2978.56989247	2796.2661597	2796.96529968	3256.87837838	3130.07977208	3013.20289855	2991.43343653	3230.16034985	3014.84039088	2536.15050167	3086.97493036	2853.82264151	3168.16034985	3456.65984655	3075.31791908	3227.78977273	3040.72804533	3478.60055866	2873.26851852	3221.4313099	2938.21138211	2781.30357143	2547.06231454
alpha_rarefaction_20404_3.txt	20404	3	3633.81360947	2649.74193548	3184.20289855	2865.70642202	3107.9009009	3249.91331269	2807.57460317	2735.88191882	2970.16666667	3168.40983607	3195.04472843	3101.37931034	2850.09037901	3134.78167116	2857.89759036	2696.83745583	3091.87603306	2745.98972603	3099.03225806	3595.42934783	2999.06686047	3258.88145897	3094.90032154	3269.85100287	2820.90553746	2966.24242424	2950.55263158	2645.93478261	2604.36363636
alpha_rarefaction_20404_4.txt	20404	4	3515.77744807	2689.0	3057.96848138	2973.74038462	3317.80124224	3280.16975309	2836.59163987	2819.8	2988.5033557	3235.78787879	3218.62613982	3226.14285714	2971.00923077	3378.22891566	2853.11801242	2748.68135593	3106.35068493	2635.66	3195.66016713	3572.83333333	3050.09659091	3111.06756757	3193.92966361	3570.44680851	2983.80536913	3176.78616352	3149.35964912	2756.41071429	2541.15759312
alpha_rarefaction_20404_5.txt	20404	5	3650.85459941	2652.62645914	3145.42666667	2807.69905956	3071.77681159	3102.55833333	2822.90553746	2613.79927007	2849.63076923	3215.74456522	2986.73900293	3109.8443804	2888.09539474	3146.67941176	2915.00923077	2584.50163934	3238.25925926	2729.20198675	3072.01511335	3419.13580247	3009.94285714	3447.1559633	3124.45337621	3409.29120879	2904.72	2994.54310345	2951.00271003	2525.9966443	2557.83641975
alpha_rarefaction_20404_6.txt	20404	6	3424.92561983	2598.12040134	3380.32615385	2834.48	3110.46788991	3340.31103679	2862.61538462	2706.13636364	2840.703125	3050.05450237	3220.25	3198.71865443	3037.33236994	3374.40909091	2973.76415094	2621.20677966	3182.69642857	2741.83757962	3441.65395894	3478.15567282	3069.78097983	3222.94524496	3135.83774834	3409.35135135	2919.18965517	3052.48101266	3078.98591549	2874.42857143	2466.81556196
alpha_rarefaction_20404_7.txt	20404	7	3468.57746479	2816.14919355	3182.22418879	2886.2172524	3064.90140845	3260.04545455	2822.28911565	2771.25357143	2644.06441718	3211.42564103	2941.62432432	3149.8125	3078.06484642	3135.0668693	2841.38392857	2783.09454545	3151.20949721	2718.7641196	3175.43396226	3491.01530612	3057.16216216	3279.48209366	2928.76368876	3461.57300275	2817.19407895	3071.55589124	2929.06282723	2644.2192691	2443.68975069
alpha_rarefaction_20404_8.txt	20404	8	3539.88515406	2547.47794118	3335.5942029	3060.73958333	3081.75806452	3383.29315961	2874.51515152	2769.40282686	2986.8	3261.216	3111.31343284	3100.81971831	3158.08282209	3319.42088608	2942.43181818	2597.68852459	3097.7270195	2673.87837838	3300.3220339	3412.60253165	2985.37082067	3147.53295129	3085.16037736	3262.8616188	2715.00573066	3072.2970297	3186.84507042	2631.49134948	2553.46056782
alpha_rarefaction_20404_9.txt	20404	9	3670.16918429	2574.04044118	3316.13753582	2760.04268293	3046.52328767	3161.50857143	2881.63022508	2599.83713355	2803.38957055	3274.82432432	3195.87616099	3159.76898734	2776.29824561	3291.68390805	3027.38291139	2585.01941748	3109.25287356	2825.44736842	3331.1981982	3445.36118598	2870.07124011	3257.50445104	2888.475	3468.64829396	2761.62828947	3148.95625	3123.00269542	2644.10035842	2570.19241983
alpha_rarefaction_23803_0.txt	23803	0	3466.77836412	2747.95804196	3227.75311721	3073.225	3132.44011142	3386.08474576	2902.546875	2860.77142857	3081.0	3338.96969697	3294.22418879	3116.53185596	3117.71556886	3263.01685393	3011.53963415	2645.9202454	3195.05181347	2895.94407895	3190.6	3421.00238663	3219.17732558	3170.23846154	3214.25925926	3601.23514212	2907.96460177	3115.875	3102.31007752	2779.69306931	2587.37465565
alpha_rarefaction_23803_1.txt	23803	1	3817.78378378	2893.87632509	3364.88579387	3060.19469027	3226.70882353	3260.27247956	2997.15306122	3111.23574144	2900.346875	3582.76608187	3136.17977528	3247.35294118	3141.20882353	3315.95526316	3121.16981132	2684.56435644	3242.85123967	2919.02033898	3343.28846154	3505.49877751	3261.72159091	3309.91560102	3262.49132948	3541.94505495	3073.23232323	3355.00292398	3004.11392405	2831.58333333	2682.05982906
alpha_rarefaction_23803_2.txt	23803	2	3451.1875	2598.0	3190.01538462	3025.33618234	3136.67486339	3525.01857585	2921.88888889	2738.2119403	3119.16611296	3296.64540816	3322.767507	3214.62983425	3142.51768489	3321.51515152	2964.0	2689.14376997	3199.89812332	2795.67326733	3365.0971867	3508.73123487	3310.7638484	3185.14550265	3194.95238095	3528.18911917	2886.61946903	3181.33707865	3075.24010554	2797.6286645	2684.22478386
alpha_rarefaction_23803_3.txt	23803	3	3757.2	2684.875	3265.95833333	2991.40869565	3244.76	3291.75277778	2866.32615385	2855.37370242	2864.19526627	3451.04132231	3304.96209913	3162.89380531	2985.00892857	3151.09160305	3049.82608696	2726.05211726	3184.00269542	3020.14285714	3320.16876574	3512.08181818	3156.8220339	3340.28385417	3182.18256131	3521.28287841	2995.92523364	3152.5	3178.41176471	2799.13559322	2612.26224784
alpha_rarefaction_23803_4.txt	23803	4	3716.36363636	2698.45544554	3306.49291785	2957.89473684	3155.6503856	3547.49520767	2791.63467492	2755.77854671	2823.10031348	3357.20266667	3398.01818182	3157.01724138	3028.29268293	3266.0	3006.49565217	2833.22996516	3319.5369863	2919.11458333	3466.408	3652.21428571	3049.40112994	3348.1300813	2996.43958869	3695.00292398	2790.04424779	3151.84548105	3129.0026178	2732.41009464	2766.49371069
alpha_rarefaction_23803_5.txt	23803	5	3665.72285714	2704.80136986	3304.87969925	3114.89735099	3307.10526316	3325.44776119	2943.01935484	2706.88888889	2909.75304878	3266.45673077	3308.43034056	3251.98319328	3030.82018927	3456.0443787	2952.07692308	2736.90705128	3328.5389049	2974.57827476	3301.93103448	3497.25118483	3089.4047619	3334.67567568	3152.3761194	3728.47813411	2927.97297297	3011.41018767	3074.16377171	2819.29022082	2643.00289855
alpha_rarefaction_23803_6.txt	23803	6	3688.7357513	2805.53068592	3283.57938719	2964.27576602	3223.31372549	3177.38135593	2889.36942675	2905.77289377	3016.01851852	3258.02518892	3375.51367781	3200.72303207	3179.73566879	3244.75067024	2933.01671309	2744.92	3153.14175258	2902.37380192	3524.07520891	3654.14066496	3122.50402145	3210.65625	3289.71428571	3763.28571429	3041.58139535	3239.62616822	3192.66129032	2777.32740214	2580.66956522
alpha_rarefaction_23803_7.txt	23803	7	3549.16666667	2642.73566879	3277.95934959	3061.20178042	3161.26553672	3435.68589744	2956.33225806	2829.83389831	2808.6	3271.03731343	3323.33333333	3275.46849315	3158.38080495	3249.51724138	3016.10119048	2676.82679739	3189.26717557	2867.38372093	3481.04109589	3517.65316456	3071.14497041	3498.61971831	3125.3125	3398.66071429	2909.03539823	3218.05714286	3145.09473684	2778.67010309	2701.12857143
alpha_rarefaction_23803_8.txt	23803	8	3443.64231738	2806.30769231	3268.2775	2944.49002849	3085.00257069	3454.63963964	2922.22082019	2868.1886121	2902.88414634	3287.70422535	3278.60339943	3199.75229358	3020.22922636	3374.71698113	2973.73760933	2739.59485531	3307.38028169	2988.40363636	3397.84677419	3487.73123487	3161.55555556	3267.59102902	3245.62985075	3576.3071066	2897.56213018	3182.66055046	3113.11568123	2798.22653722	2563.975
alpha_rarefaction_23803_9.txt	23803	9	3573.21446384	2738.10169492	3280.7254902	3012.75	3128.21311475	3420.0	3076.50853242	2831.17	2927.09565217	3310.69897959	3161.5821727	3224.30635838	3064.2244898	3159.01522843	2976.27941176	2917.76868327	3218.53299492	2845.83641975	3375.56657224	3524.08716707	3065.27747253	3367.16666667	3301.42134831	3638.89645777	2906.87267081	3196.95918367	3119.6372796	2863.89090909	2667.08
alpha_rarefaction_27202_0.txt	27202	0	3921.78830084	2779.31730769	3377.16489362	3059.15966387	3333.02445652	3399.05785124	3030.16666667	2948.20677966	3114.07407407	3334.40995261	3472.34659091	3441.87965616	3126.56779661	3479.03166227	3084.85714286	2698.7208589	3265.71875	2958.29022082	3325.04909561	3614.51824818	3098.04098361	3455.01530612	3242.82681564	3782.12600536	3109.33333333	3050.35233161	3145.84615385	2886.67241379	2553.80049261
alpha_rarefaction_27202_1.txt	27202	1	3814.20204604	2908.79738562	3355.83631714	3218.95426829	3180.14248705	3432.65853659	2969.07374631	2923.10544218	3001.92282958	3406.44705882	3346.96531792	3431.1637931	3073.56167979	3364.50636132	3017.21727019	2827.40584416	3246.23333333	2916.40063091	3395.64705882	3746.13301663	3092.04087193	3302.03217822	3305.75824176	3563.125	3061.38629283	3300.27134146	3330.83606557	2904.05263158	2746.02873563
alpha_rarefaction_27202_2.txt	27202	2	3830.00255754	2919.32441472	3459.78734177	3006.39325843	3326.1972973	3332.58549223	3049.91743119	3011.73089701	2866.79487179	3386.82201405	3327.33429395	3339.4197861	3043.63953488	3373.5974026	3107.28443114	2783.20754717	3191.87313433	3052.95522388	3522.02710027	3615.37745098	3214.71104816	3570.44380403	3235.57514451	3715.6	3050.5	3278.15669516	3166.22169811	2810.69791667	2741.37883008
alpha_rarefaction_27202_3.txt	27202	3	3916.96491228	2924.90322581	3521.52040816	2896.95514512	3394.16348774	3337.57978723	3051.1875	2990.78424658	3009.44776119	3412.00240964	3434.39481268	3364.49401198	3185.51895044	3365.40583554	3148.00292398	2850.90353698	3241.07197943	3031.76086957	3473.15206186	3719.49635036	3281.66574586	3584.35789474	3411.97074468	3716.02597403	3184.53293413	3350.0758427	3209.20782396	2763.47588424	2758.6893733
alpha_rarefaction_27202_4.txt	27202	4	3743.98947368	2886.51948052	3321.99266504	3102.19488818	3287.01452785	3600.43731778	3069.91343284	2940.71174377	3094.0397351	3371.99305556	3209.34517766	3215.34871795	3286.77521614	3290.06965174	3049.10169492	2794.01857585	3324.50558659	3095.46774194	3411.29133858	3771.72093023	3348.216	3469.79564033	3311.58823529	3782.60358056	2951.26300578	3354.50591716	3213.4025	2907.07958478	2777.1025641
alpha_rarefaction_27202_5.txt	27202	5	3780.57253886	2842.19713262	3304.66923077	3105.78370787	3558.38746439	3297.27272727	3219.78246753	2967.79617834	2987.56923077	3306.55244755	3310.72357724	3331.53521127	3062.20207254	3296.75265957	3030.32876712	2785.28980892	3283.29503916	2970.53846154	3549.25336927	3835.07161125	3208.14248705	3400.09090909	3279.75931232	3836.008	3163.63225806	3365.19034091	3226.03875969	2875.80952381	2700.06179775
alpha_rarefaction_27202_6.txt	27202	6	3825.24074074	2918.56338028	3369.98186528	3312.37267081	3365.09893048	3300.00273973	3158.39805825	3040.03174603	3047.3853211	3344.57446809	3314.70725389	3210.41176471	3073.05524862	3459.55927835	3071.01630435	2779.15081967	3259.05329949	2890.20118343	3406.72979798	3965.5388601	3222.98128342	3443.81102362	3069.07594937	3672.38743455	2880.31728045	3187.77120823	3243.17414248	2921.69349845	2685.33787466
alpha_rarefaction_27202_7.txt	27202	7	3765.64397906	2771.54785479	3441.72493573	3112.42215569	3232.84677419	3541.19161677	3072.80122324	2888.55481728	3108.91097923	3179.30630631	3256.15041783	3347.0	3256.35928144	3246.31168831	3137.41689373	2692.37804878	3409.16666667	2845.00862069	3487.77688172	3683.52392344	3255.22375691	3423.1625	3348.21791045	3886.78181818	3204.33333333	3251.22739726	3163.4278607	2842.91808874	2655.04557641
alpha_rarefaction_27202_8.txt	27202	8	3918.9083558	2837.8361204	3329.5859375	3127.05084746	3346.90348525	3463.39285714	3046.08888889	2909.2829582	3153.79310345	3428.08695652	3363.84677419	3353.63202247	3144.85087719	3243.0	3150.50294118	2789.00940439	3360.70338983	3056.25	3467.1972973	3703.06164384	3279.51724138	3330.95431472	3372.11111111	3713.11111111	3134.94249201	3309.78873239	3211.8125	2816.04154303	2683.4375
alpha_rarefaction_27202_9.txt	27202	9	3890.008	2952.35	3477.63407821	3139.36416185	3188.07216495	3430.42541436	3158.25328947	2999.54180602	2999.92592593	3274.78886311	3298.55068493	3409.94428152	3088.61307902	3269.07070707	3082.1519337	2725.6097561	3412.82608696	3066.67375887	3547.24164524	3657.90464548	3161.36756757	3353.85969388	3465.58469945	3891.73015873	3046.35632184	3216.80222841	3288.65714286	2815.94370861	2708.21848739
alpha_rarefaction_30601_0.txt	30601	0	4162.12362637	2829.72413793	3520.96923077	3133.62049861	3382.53191489	3534.32352941	3158.16716418	2928.125	3293.88955224	3430.49643705	3650.64705882	3538.13192612	3273.91922006	3566.09278351	3137.00835655	2795.20820189	3346.02518892	2938.00847458	3567.00775194	3831.82850242	3250.05497382	3748.67647059	3559.99186992	3772.16097561	3283.36792453	3326.99453552	3224.80689655	2976.93416928	2661.01470588
alpha_rarefaction_30601_1.txt	30601	1	4125.20375335	2907.73667712	3593.32338308	3195.71714286	3404.86180905	3715.5	3101.48732394	3062.49180328	3268.88	3474.46017699	3574.4375	3362.30706522	3429.0443787	3409.96183206	3285.14285714	2880.03067485	3331.00252525	3101.7005988	3729.93261456	3746.94312796	3310.34782609	3439.34466019	3528.64864865	3794.27272727	3254.86486486	3339.35	3267.7535545	3018.18589744	2744.05426357
alpha_rarefaction_30601_2.txt	30601	2	3860.05528846	2830.94637224	3584.71313673	3118.45967742	3386.09022556	3674.96721311	3176.0625	3072.38244514	3164.05732484	3499.28103044	3281.79575597	3330.05276382	3367.79661017	3553.81653747	3259.736	2769.97701149	3362.01496259	3108.0625	3507.30833333	3874.50980392	3369.89473684	3704.98885794	3462.6739726	3833.36363636	3012.00874636	3390.50139276	3251.84635417	2869.22468354	2728.50257732
alpha_rarefaction_30601_3.txt	30601	3	4082.80851064	3037.12162162	3471.09848485	3277.96581197	3402.65671642	3732.40243902	3047.18844985	3080.43642612	3301.27327327	3550.06097561	3497.72222222	3470.98843931	3205.48101266	3812.89645777	3084.84473684	2763.38461538	3458.47905759	3068.8	3609.51908397	3822.63875598	3322.20936639	3541.58173077	3367.0	3914.98826291	3086.60869565	3330.97275204	3222.13580247	3066.76041667	2745.26546392
alpha_rarefaction_30601_4.txt	30601	4	3900.64030612	2911.06818182	3478.1025641	3214.94134078	3192.98426966	3605.59322034	3105.46260388	3056.40322581	2959.35890411	3396.18181818	3528.55525606	3452.38031915	3366.80926431	3495.41952507	3166.00806452	2867.37735849	3364.46858639	3092.81325301	3604.75815217	3816.11627907	3323.09160305	3448.63480392	3341.225	3828.2319202	3097.28739003	3450.00857143	3356.05357143	3044.48684211	2773.30188679
alpha_rarefaction_30601_5.txt	30601	5	3928.85106383	2982.26557377	3597.31343284	2986.41917808	3255.44067797	3643.58213256	3258.43125	3117.61612903	3190.24489796	3445.48505747	3490.66846361	3455.05769231	3311.21883657	3362.13959391	3131.73333333	2919.08143322	3369.38442211	3058.41420118	3660.10526316	3837.22222222	3323.3933162	3443.35714286	3410.01977401	3837.00231481	3006.475	3452.00566572	3240.22469136	3055.830721	2756.606469
alpha_rarefaction_30601_6.txt	30601	6	3850.17317073	3066.09235669	3326.15789474	3160.49577465	3318.86756757	3428.50632911	3138.1559633	3110.27355623	3156.1971831	3424.33497537	3456.48066298	3427.22222222	3284.216	3349.41404358	3229.36	2838.32012195	3451.13189448	3048.75562701	3526.20779221	3819.53301887	3355.82880435	3607.24933687	3504.04545455	4006.71621622	3229.60909091	3367.20634921	3399.30526316	3038.25165563	2777.19565217
alpha_rarefaction_30601_7.txt	30601	7	3912.90697674	2847.05084746	3446.10379747	3074.07608696	3487.9093199	3616.21529745	3077.21606648	3063.0152439	2994.96961326	3481.02457002	3300.39130435	3283.57462687	3345.59836066	3549.28644501	3065.74093264	2874.56578947	3343.59536082	2968.55718475	3462.16834171	3895.9060241	3352.63685637	3605.24	3314.18925831	3958.5	3191.62804878	3307.96848138	3238.54066986	2907.6635514	2782.1530343
alpha_rarefaction_30601_8.txt	30601	8	4123.11518325	2801.94630872	3580.76485149	3088.63461538	3297.05384615	3634.55437666	3209.72699387	3149.00322581	3275.61280488	3431.02620087	3442.23577236	3446.8365651	3358.65	3659.64550265	3244.08211144	2763.19620253	3509.72649573	3277.40549828	3657.98186528	3894.57178218	3312.99212598	3357.86240786	3434.57777778	3748.0625	3281.10509554	3501.05740181	3299.17098446	2940.75516224	2649.35251799
alpha_rarefaction_30601_9.txt	30601	9	3844.05316456	2953.64423077	3449.9443038	3201.18478261	3523.10220994	3611.056	3161.52124646	3085.91071429	3184.11182109	3389.1745283	3460.04485488	3495.00824176	3202.02597403	3475.32198953	3145.15449438	2800.52941176	3354.14030612	3129.71339564	3477.03092784	3921.46683673	3279.11335013	3673.80779221	3581.46478873	3698.83453237	3353.00662252	3360.71649485	3222.21911422	2849.15714286	2786.82620321
alpha_rarefaction_34000_0.txt	34000	0	4001.69406393	3037.16612378	3434.69605568	3271.40159574	3490.62140992	3638.65984655	3322.3343949	3171.97904192	3384.23417722	3582.53596288	3790.49557522	3696.57746479	3380.22413793	3611.35013263	3249.07713499	2878.06764706	3480.88860759	3121.58739255	3743.49875931	3962.79262673	3408.13874346	3597.89411765	3466.03350515	3843.27272727	3081.33802817	3504.16	3297.2955665	3067.12427746	2759.72361809
alpha_rarefaction_34000_1.txt	34000	1	4180.34231806	2973.46357616	3737.37275064	3211.1852861	3472.79462103	3510.14814815	3181.43859649	3242.50825083	3218.38904899	3399.54859611	3505.29411765	3639.33139535	3321.51724138	3630.936	3202.14775726	2895.39502762	3474.3	3076.96407186	3752.36138614	3993.26056338	3293.39552239	3738.1260274	3502.21867322	3865.80051813	3185.63501484	3707.42627346	3361.14039409	2969.97196262	2759.72361809
alpha_rarefaction_34000_2.txt	34000	2	4146.10526316	3103.57755776	3576.76341463	3263.36	3418.4609375	3683.48076923	3298.65395894	3211.94043887	3192.04411765	3422.07758621	3729.61538462	3489.7575	3325.51269036	3411.00767263	3179.00280112	2894.04776119	3502.75	3217.38244514	3575.74875622	3939.45581395	3396.51595745	3523.06490385	3450.96325459	3823.34712644	3270.42686567	3324.43734015	3356.77832512	3045.65830721	2759.72361809
alpha_rarefaction_34000_3.txt	34000	3	4160.78092784	3063.85294118	3411.52914798	3248.98659517	3435.46997389	3523.72303922	3313.84782609	3202.47	3245.51807229	3522.51981352	3727.21529745	3593.12605042	3403.11538462	3490.12941176	3247.35978836	2914.08536585	3391.01526718	3276.26099707	3636.70422535	3911.06896552	3453.23592493	3594.21212121	3402.47619048	3987.86829268	3231.41176471	3449.87967914	3335.0259434	3020.20900322	2759.72361809
alpha_rarefaction_34000_4.txt	34000	4	4062.42195122	2952.234375	3480.07142857	3302.45277778	3472.67460317	3814.04143646	3195.47546012	3133.04411765	3293.80267559	3400.43829787	3582.05426357	3455.38154613	3394.98469388	3570.21271394	3199.02747253	2990.58103976	3530.69945355	3028.30172414	3755.72285714	3996.8591224	3375.69754768	3619.37731481	3519.82133995	3898.18807339	3170.6	3442.375	3261.35251799	3013.86392405	2762.79596977
alpha_rarefaction_34000_5.txt	34000	5	3972.98372093	3013.89423077	3622.44871795	3283.12868633	3444.0201005	3517.62176166	3195.05714286	3020.4537037	3231.94736842	3501.125	3589.78666667	3741.02083333	3313.41752577	3540.15942029	3201.32171582	2889.63247863	3544.92741935	3130.83333333	3814.93085106	3886.23933649	3367.09230769	3732.57070707	3547.56777494	3875.8705036	3378.03927492	3573.25882353	3347.46172249	3014.96407186	2759.72361809
alpha_rarefaction_34000_6.txt	34000	6	4200.25362319	2977.9502924	3729.2556962	3167.14211886	3508.44444444	3798.9507772	3267.5982659	3110.6514658	3145.55489614	3416.18025751	3614.21372032	3796.74193548	3235.05185185	3436.03571429	3278.03592814	2913.08510638	3439.00246305	3201.77643505	3767.66323907	3903.3630137	3380.72062663	3587.76415094	3566.78294574	3890.18313253	3246.69387755	3551.606469	3327.59016393	3024.95882353	2759.72361809
alpha_rarefaction_34000_7.txt	34000	7	4137.09952607	3100.62199313	3478.2905569	3176.07272727	3483.62779156	3583.96610169	3337.06213018	3088.02898551	3384.88925081	3536.02836879	3649.31521739	3676.56140351	3361.33333333	3674.11363636	3211.05817175	2950.87619048	3385.1453202	3072.13813814	3771.208	3942.4941452	3329.26515152	3440.13095238	3464.93229167	4079.6641791	3216.00292398	3458.16621253	3271.03623188	3036.76973684	2759.72361809
alpha_rarefaction_34000_8.txt	34000	8	4259.79949239	3120.67	3477.62009804	3166.02631579	3590.91560102	3810.0	3194.93201133	3205.16964286	3186.15406977	3451.48364486	3657.78225806	3489.98473282	3304.3	3505.25735294	3234.05769231	2924.3125	3493.03623188	3215.53846154	3631.15594059	3956.39380531	3452.05614973	3413.15671642	3592.14209115	3714.83653846	3124.00840336	3359.36387435	3329.00705882	3095.11960133	2759.72361809
alpha_rarefaction_34000_9.txt	34000	9	4025.31617647	2903.8137931	3864.24594595	3205.40285714	3435.38442211	3811.78370787	3271.7	3177.27272727	3263.4054878	3568.30769231	3559.78393352	3516.99473684	3294.46354167	3566.00229885	3163.04237288	2929.3539823	3417.015	3306.13915858	3703.90551181	3978.76119403	3416.63297872	3589.33253012	3378.3443038	3846.31707317	3153.27405248	3410.68486352	3370.98780488	2982.47076923	2762.79596977
